In terms of my project (looking at racial and gender-based biases in communication between undergarduate students in an online class), then I could use this same rationale and process in order to make generalizations to a broader population? 	So, let's say you are interested in the number of collaborative exchanges that occur between teachers from two different grade levels in a complete network of teachers within one elementary school. First, you count the number of times these types of exchanges occur in the observed network and then permute these relational data lots and lots of times. With each permutation, you calculate the number of times this type of tie (collaborative exchanges between teachers from two different grade levels) occurs and compare this result to the original observed network. After this process of permuting and comparing, you can see how often the results of these permutations are the same as the original observed results: The more often the results of the permutations are the same as your observed data, the more likely that the pattern of exchanges in the observed data was due to chance. If, however, the results from the observed data are so unlikely when compared to the results of the permutations, then you are to conclude that your results are not the byproduct of chance. Therefore, this result would be considered statistically significant.	An Introduction to Statistical Inference With Network Data - SAGE Research Methods
I'm in this category with my own research outside fo this class. 	In many cases, network analysts are studying a particular network or set of networks and have no interest in generalizing to a larger population of such networks (either because there isn't any such population or because they simply do not care about generalizing to it in any probabilistic way)	An Introduction to Statistical Inference With Network Data - SAGE Research Methods
But didn't this just get done talking about how networks in the real world tend to change and shift?  What would the value of this approach be, then, especially in regards to education research where, by its very nature, networks change often? 	equilibrium” status of the network	An Introduction to Statistical Inference With Network Data - SAGE Research Methods
Agreed.  	The distinction between the two, however, is not clear cut.	An Introduction to Statistical Inference With Network Data - SAGE Research Methods
How does this format look like? Can someone contribute an example?	a dyadic format	Network Data and Statistical Models - SAGE Research Methods
this means Part II of this book instead of this chapter. Just fyi #SNAEd	Part II	An Introduction to Statistical Inference With Network Data - SAGE Research Methods
What are the differences?	the difference between the mathematical and statistical approaches to social network analysis	An Introduction to Statistical Inference With Network Data - SAGE Research Methods
For my project, I am looking only at groups of learners in a class room, so because the group is already so small, analysis of 1 and 2 step neighborhoods should be fine. 	definition(s) of the neighborhood	Social Network Analysis in Education
In my case, ego-centric networks are particularly interesting. I am looking forward to see how different individuals from first language groups interact with learners from other first language groups. Also, how does this correlate to their English proficiency, grades etc.	How ego-centric networks could be applied to your research projects?	Social Network Analysis in Education
Comparing different groups with the same or similar structure?  Or differing patterns of interaction within the groups?  Or both?	 Alternately, you would also use an egocentric approach if your research question is about different patterns of interaction within defined groups	Measures for Egocentric Network Analysis - SAGE Research Methods
Given the nature of my data (Forbes top companies), I think it would be appropriate to look at specific countries as the Ego and the job categories as the alters. Am I correct in assuming that the local pattern of relations would be how my selected county (the ego) is connected to other countries through job category?	Egocentric analysis shifts the analytical lens onto a sole ego actor and concentrates on the local pattern of relations in which that ego is embedded as well as the types of resources to which those relations provide access.	Measures for Egocentric Network Analysis - SAGE Research Methods
Since I am working with countries and job categories, I think it would be best for me to work with non directional neighborhoods. I would like to see some directed ego centric data though.	it is possible to examine directed relations in egocentric network studies, or what are referred to as out- and in-neighborhoods: ties sent or ties received	Measures for Egocentric Network Analysis - SAGE Research Methods
